0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,8,0,0,0,
5,0,8,0,-3,0,22,0,0,0,
0,0,8,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,14,0,0,0,
1,13,-1,0,-31,0,37,0,9,0,
1,-9,-25,8,-42,20,81,-1,4,0,
8,-1,-50,9,-22,16,68,0,0,0,
-6,10,-37,3,-56,39,88,0,6,-3,
22,9,-41,0,-46,16,81,0,0,-5,
25,5,-25,2,-28,31,142,-5,0,0,
17,-12,-35,4,-32,16,118,1,-3,-1,
2,8,10,1,8,9,24,4,-1,-1,
10,35,12,3,-33,26,52,6,-6,0,
30,0,135,3,-29,-1,93,0,-4,13,
7,0,39,0,-36,8,88,0,0,-1,
-1,0,-10,0,-18,8,72,0,-6,0,
0,-3,0,0,-6,0,72,0,0,-1,
0,0,0,0,-3,0,48,0,0,0,
-9,-8,-1,0,-15,1,24,0,0,-2,
0,0,0,1,-9,0,9,0,0,0,
0,0,0,0,-6,0,6,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
-9,0,8,0,-16,19,46,1,0,0,
22,-2,-7,0,-102,39,127,5,9,7,
16,-8,-74,-18,-176,89,204,20,19,11,
31,-74,-61,-34,-173,135,172,10,8,5,
41,-43,-96,-37,-193,138,334,29,2,15,
-5,-47,-80,-4,-191,30,194,47,18,10,
39,46,-61,30,-216,17,577,33,20,14,
-46,97,-102,17,-178,11,472,39,-3,-30,
-88,-6,-10,36,-100,-20,318,45,17,0,
-120,55,78,-14,-47,3,176,48,21,-27,
-133,53,-20,54,-154,56,310,50,14,-61,
